CoC,Count,"Overall Homeless - Under 18, 2014","Overall Homeless - Age 18 to 24, 2014","Overall Homeless - Over 24, 2014","Sheltered ES Homeless, 2014","Sheltered ES Homeless - Under 18, 2014","Sheltered ES Homeless - Age 18 to 24, 2014","Sheltered ES Homeless - Over 24, 2014","Sheltered TH Homeless, 2014","Sheltered TH Homeless - Under 18, 2014","Sheltered TH Homeless - Age 18 to 24, 2014","Sheltered TH Homeless - Over 24, 2014","Sheltered SH Homeless, 2014","Sheltered SH Homeless - Age 18 to 24, 2014","Sheltered SH Homeless - Over 24, 2014","Sheltered Total Homeless, 2014","Sheltered Total Homeless - Under 18, 2014","Sheltered Total Homeless - Age 18 to 24, 2014","Sheltered Total Homeless - Over 24, 2014","Unsheltered Homeless, 2014","Unsheltered Homeless - Under 18, 2014","Unsheltered Homeless - Age 18 to 24, 2014","Unsheltered Homeless - Over 24, 2014","Overall Homeless Individuals, 2014","Overall Homeless Individuals - Under 18, 2014","Overall Homeless Individuals - Age 18 to 24, 2014","Overall Homeless Individuals - Over 24, 2014","Sheltered ES Homeless Individuals, 2014","Sheltered ES Homeless Individuals - Under 18, 2014","Sheltered ES Homeless Individuals - Age 18 to 24, 2014","Sheltered ES Homeless Individuals - Over 24, 2014","Sheltered TH Homeless Individuals, 2014","Sheltered TH Homeless Individuals - Under 18, 2014","Sheltered TH Homeless Individuals - Age 18 to 24, 2014","Sheltered TH Homeless Individuals - Over 24, 2014","Sheltered SH Homeless Individuals, 2014","Sheltered SH Homeless Individuals - Age 18 to 24, 2014","Sheltered SH Homeless Individuals - Over 24, 2014","Sheltered Total Homeless Individuals, 2014","Sheltered Total Homeless Individuals - Under 18, 2014","Sheltered Total Homeless Individuals - Age 18 to 24, 2014","Sheltered Total Homeless Individuals - Over 24, 2014","Unsheltered Homeless Individuals, 2014","Unsheltered Homeless Individuals - Under 18, 2014","Unsheltered Homeless Individuals - Age 18 to 24, 2014","Unsheltered Homeless Individuals - Over 24, 2014","Overall Homeless People in Families, 2014","Overall Homeless People in Families - Under 18, 2014","Overall Homeless People in Families - Age 18 to 24, 2014","Overall Homeless People in Families - Over 24, 2014","Sheltered ES Homeless People in Families, 2014","Sheltered ES Homeless People in Families - Under 18, 2014","Sheltered ES Homeless People in Families - Age 18 to 24, 2014","Sheltered ES Homeless People in Families - Over 24, 2014","Sheltered TH Homeless People in Families, 2014","Sheltered TH Homeless People in Families - Under 18, 2014","Sheltered TH Homeless People in Families - Age 18 to 24, 2014","Sheltered TH Homeless People in Families - Over 24, 2014","Sheltered Total Homeless People in Families, 2014","Sheltered Total Homeless People in Families - Under 18, 2014","Sheltered Total Homeless People in Families - Age 18 to 24, 2014","Sheltered Total Homeless People in Families - Over 24, 2014","Unsheltered Homeless People in Families, 2014","Unsheltered Homeless People in Families - Under 18, 2014","Unsheltered Homeless People in Families - Age 18 to 24, 2014","Unsheltered Homeless People in Families - Over 24, 2014","Overall Homeless Family Households, 2014","Sheltered ES Homeless Family Households, 2014","Sheltered TH Homeless Family Households, 2014","Sheltered Total Homeless Family Households, 2014","Unsheltered Homeless Family Households, 2014","Overall Chronically Homeless, 2014","Sheltered ES Chronically Homeless, 2014","Sheltered SH Chronically Homeless, 2014","Sheltered Total Chronically Homeless, 2014","Unsheltered Chronically Homeless, 2014","Overall Chronically Homeless Individuals, 2014","Sheltered ES Chronically Homeless Individuals, 2014","Sheltered SH Chronically Homeless Individuals, 2014","Sheltered Total Chronically Homeless Individuals, 2014","Unsheltered Chronically Homeless Individuals, 2014","Overall Chronically Homeless People in Families, 2014","Sheltered ES Chronically Homeless People in Families, 2014","Sheltered Total Chronically Homeless People in Families, 2014","Unsheltered Chronically Homeless People in Families, 2014","Overall Homeless Veterans, 2014","Overall Homeless Veterans - Female, 2014","Sheltered Total Homeless Veterans, 2014","Sheltered Total Homeless Veterans - Female, 2014","Unsheltered Homeless Veterans, 2014","Unsheltered Homeless Veterans - Female, 2014"
OH-502,2103,354,168,"1,581","1,247",187,112,948,808,167,55,586,20,0,20,"2,075",354,167,"1,554",28,0,1,27,"1,573",0,112,"1,461",960,0,81,879,565,0,30,535,20,0,20,"1,545",0,111,"1,434",28,0,1,27,530,354,56,120,287,187,31,69,243,167,25,51,530,354,56,120,0,0,0,0,155,88,67,155,0,252,221,16,237,15,231,200,16,216,15,21,21,21,0,329,25,327,25,2,0
OH-503,1614,294,184,"1,136","1,251",285,136,830,130,9,28,93,0,0,0,"1,381",294,164,923,233,0,20,213,"1,148",8,119,"1,021",799,6,78,715,116,2,21,93,0,0,0,915,8,99,808,233,0,20,213,466,286,65,115,452,279,58,115,14,7,7,0,466,286,65,115,0,0,0,0,138,131,7,138,0,257,82,0,82,175,257,82,0,82,175,0,0,0,0,156,10,133,9,23,1
OH-504,256,54,19,183,152,21,13,118,94,33,6,55,2,0,2,248,54,19,175,8,0,0,8,166,5,11,150,128,5,11,112,28,0,0,28,2,0,2,158,5,11,142,8,0,0,8,90,49,8,33,24,16,2,6,66,33,6,27,90,49,8,33,0,0,0,0,41,10,31,41,0,88,82,0,82,6,65,59,0,59,6,23,23,23,0,25,1,25,1,0,0
OH-505,791,135,103,553,535,87,40,408,222,48,63,111,0,0,0,757,135,103,519,34,0,0,34,583,2,79,502,407,2,36,369,142,0,43,99,0,0,0,549,2,79,468,34,0,0,34,208,133,24,51,128,85,4,39,80,48,20,12,208,133,24,51,0,0,0,0,69,38,31,69,0,39,27,0,27,12,39,27,0,27,12,0,0,0,0,128,8,128,8,0,0
OH-506,870,199,81,590,316,67,21,228,367,122,49,196,10,0,10,693,189,70,434,177,10,11,156,579,11,54,514,222,7,12,203,189,4,34,151,10,0,10,421,11,46,364,158,0,8,150,291,188,27,76,94,60,9,25,178,118,15,45,272,178,24,70,19,10,3,6,93,30,57,87,6,219,108,5,113,106,215,104,5,109,106,4,4,4,0,120,3,58,3,62,0
OH-507,3806,"1,004",465,"2,337","2,052",506,266,"1,280","1,185",415,139,631,10,0,10,"3,247",921,405,"1,921",559,83,60,416,"2,154",3,320,"1,831","1,216",2,187,"1,027",514,0,88,426,10,0,10,"1,740",2,275,"1,463",414,1,45,368,"1,652","1,001",145,506,836,504,79,253,671,415,51,205,"1,507",919,130,458,145,82,15,48,537,268,224,492,45,282,163,0,163,119,221,128,0,128,93,61,35,35,26,210,22,176,17,34,5
OH-508,531,163,61,307,259,82,21,156,214,79,36,99,20,0,20,493,161,57,275,38,2,4,32,259,1,28,230,137,0,10,127,68,1,15,52,20,0,20,225,1,25,199,34,0,3,31,272,162,33,77,122,82,11,29,146,78,21,47,268,160,32,76,4,2,1,1,89,40,47,87,2,71,46,0,46,25,42,17,0,17,25,29,29,29,0,25,3,16,3,9,0
OK-500,201,56,34,111,75,22,6,47,79,28,18,33,0,0,0,154,50,24,80,47,6,10,31,96,0,22,74,38,0,6,32,29,0,8,21,0,0,0,67,0,14,53,29,0,8,21,105,56,12,37,37,22,0,15,50,28,10,12,87,50,10,27,18,6,2,10,40,14,19,33,7,29,24,0,24,5,17,12,0,12,5,12,12,12,0,11,0,7,0,4,0
OK-501,1010,177,103,730,597,94,37,466,261,80,31,150,50,1,49,908,174,69,665,102,3,34,65,734,4,92,638,462,3,31,428,124,0,26,98,50,1,49,636,3,58,575,98,1,34,63,276,173,11,92,135,91,6,38,137,80,5,52,272,171,11,90,4,2,0,2,86,40,44,84,2,99,41,19,60,39,99,41,19,60,39,0,0,0,0,114,6,101,5,13,1
OK-502,1481,144,86,"1,251","1,029",111,66,852,194,33,7,154,0,0,0,"1,223",144,73,"1,006",258,0,13,245,"1,266",0,74,"1,192",863,0,55,808,145,0,6,139,0,0,0,"1,008",0,61,947,258,0,13,245,215,144,12,59,166,111,11,44,49,33,1,15,215,144,12,59,0,0,0,0,71,56,15,71,0,249,175,0,175,74,241,167,0,167,74,8,8,8,0,178,4,123,4,55,0
OK-503,295,87,22,186,140,35,5,100,14,5,4,5,0,0,0,154,40,9,105,141,47,13,81,137,0,10,127,85,0,3,82,4,0,0,4,0,0,0,89,0,3,86,48,0,7,41,158,87,12,59,55,35,2,18,10,5,4,1,65,40,6,19,93,47,6,40,62,19,4,23,39,40,8,0,8,32,24,8,0,8,16,16,0,0,16,2,0,2,0,0,0
OK-504,140,31,10,99,91,22,7,62,27,9,0,18,0,0,0,118,31,7,80,22,0,3,19,73,0,6,67,42,0,3,39,9,0,0,9,0,0,0,51,0,3,48,22,0,3,19,67,31,4,32,49,22,4,23,18,9,0,9,67,31,4,32,0,0,0,0,20,13,7,20,0,48,35,0,35,13,48,35,0,35,13,0,0,0,0,6,0,6,0,0,0
OK-505,383,100,60,223,259,71,38,150,41,4,3,34,0,0,0,300,75,41,184,83,25,19,39,260,24,54,182,172,16,32,124,33,0,3,30,0,0,0,205,16,35,154,55,8,19,28,123,76,6,41,87,55,6,26,8,4,0,4,95,59,6,30,28,17,0,11,41,29,3,32,9,103,81,0,81,22,73,61,0,61,12,30,20,20,10,51,0,21,0,30,0
OK-506,239,57,30,152,96,34,5,57,81,22,23,36,0,0,0,177,56,28,93,62,1,2,59,158,8,23,127,51,8,0,43,48,0,21,27,0,0,0,99,8,21,70,59,0,2,57,81,49,7,25,45,26,5,14,33,22,2,9,78,48,7,23,3,1,0,2,27,16,10,26,1,30,10,0,10,20,30,10,0,10,20,0,0,0,0,25,0,5,0,20,0
OK-507,442,97,75,270,212,49,28,135,13,2,1,10,0,0,0,225,51,29,145,217,46,46,125,240,0,43,197,126,0,19,107,10,0,1,9,0,0,0,136,0,20,116,104,0,23,81,202,97,32,73,86,49,9,28,3,2,0,1,89,51,9,29,113,46,23,44,53,32,1,33,20,73,23,0,23,50,53,13,0,13,40,20,10,10,10,21,1,8,1,13,0
OR-500,1767,265,173,"1,329",338,40,8,290,327,161,43,123,0,0,0,665,201,51,413,"1,102",64,122,916,"1,352",34,143,"1,175",277,7,6,264,53,2,19,32,0,0,0,330,9,25,296,"1,022",25,118,879,415,231,30,154,61,33,2,26,274,159,24,91,335,192,26,117,80,39,4,37,129,21,83,104,25,412,137,0,137,275,364,119,0,119,245,48,18,18,30,230,17,79,2,151,15
OR-501,3927,543,325,"3,059",679,151,48,480,"1,353",319,100,934,0,0,0,"2,032",470,148,"1,414","1,895",73,177,"1,645","3,115",81,258,"2,776",506,52,36,418,837,15,57,765,0,0,0,"1,343",67,93,"1,183","1,772",14,165,"1,593",812,462,67,283,173,99,12,62,516,304,43,169,689,403,55,231,123,59,12,52,266,55,174,229,37,"1,102",110,0,110,992,992,96,0,96,896,110,14,14,96,412,55,197,39,215,16
OR-502,625,90,43,492,252,11,9,232,147,32,12,103,0,0,0,399,43,21,335,226,47,22,157,501,15,33,453,250,10,9,231,102,3,7,92,0,0,0,352,13,16,323,149,2,17,130,124,75,10,39,2,1,0,1,45,29,5,11,47,30,5,12,77,45,5,27,36,1,14,15,21,84,20,0,20,64,75,20,0,20,55,9,0,0,9,241,9,202,6,39,3
OR-503,568,187,52,329,107,23,13,71,216,106,16,94,0,0,0,323,129,29,165,245,58,23,164,292,22,32,238,74,4,10,60,52,2,7,43,0,0,0,126,6,17,103,166,16,15,135,276,165,20,91,33,19,3,11,164,104,9,51,197,123,12,62,79,42,8,29,85,12,48,60,25,130,12,0,12,118,69,12,0,12,57,61,0,0,61,37,1,15,1,22,0
OR-505,4122,"1,226",462,"2,434","1,272",195,107,970,"1,072",380,129,563,0,0,0,"2,344",575,236,"1,533","1,778",651,226,901,"2,114",67,338,"1,709",956,9,83,864,439,11,77,351,0,0,0,"1,395",20,160,"1,215",719,47,178,494,"2,008","1,159",124,725,316,186,24,106,633,369,52,212,949,555,76,318,"1,059",604,48,407,631,104,205,309,322,653,276,0,276,377,467,245,0,245,222,186,31,31,155,260,30,158,19,102,11
OR-506,537,146,62,329,82,39,20,23,106,16,14,76,10,1,9,198,55,35,108,339,91,27,221,281,3,42,236,12,1,7,4,80,1,10,69,10,1,9,102,2,18,82,179,1,24,154,256,143,20,93,70,38,13,19,26,15,4,7,96,53,17,26,160,90,3,67,75,21,8,29,46,117,2,10,12,105,107,0,10,10,97,10,2,2,8,76,6,51,3,25,3
OR-507,618,228,57,333,37,22,1,14,103,56,18,29,0,0,0,140,78,19,43,478,150,38,290,333,10,40,283,4,0,0,4,13,0,6,7,0,0,0,17,0,6,11,316,10,34,272,285,218,17,50,33,22,1,10,90,56,12,22,123,78,13,32,162,140,4,18,53,10,30,40,13,197,10,0,10,187,133,3,0,3,130,64,7,7,57,36,0,0,0,36,0
PA-500,5738,"1,674",647,"3,417","3,642",978,348,"2,316","1,622",696,245,681,113,1,112,"5,377","1,674",594,"3,109",361,0,53,308,"3,109",9,325,"2,775","2,130",9,205,"1,916",505,0,66,439,113,1,112,"2,748",9,272,"2,467",361,0,53,308,"2,629","1,665",322,642,"1,512",969,143,400,"1,117",696,179,242,"2,629","1,665",322,642,0,0,0,0,932,511,421,932,0,702,389,72,461,241,612,299,72,371,241,90,90,90,0,357,11,337,9,20,2
PA-501,396,99,42,255,192,38,28,126,138,61,12,65,27,1,26,357,99,41,217,39,0,1,38,237,0,20,217,129,0,17,112,42,0,1,41,27,1,26,198,0,19,179,39,0,1,38,159,99,22,38,63,38,11,14,96,61,11,24,159,99,22,38,0,0,0,0,60,25,35,60,0,50,9,27,36,14,47,6,27,33,14,3,3,3,0,49,6,45,6,4,0
PA-502,509,136,61,312,280,71,31,178,182,65,30,87,0,0,0,462,136,61,265,47,0,0,47,257,0,17,240,169,0,11,158,41,0,6,35,0,0,0,210,0,17,193,47,0,0,47,252,136,44,72,111,71,20,20,141,65,24,52,252,136,44,72,0,0,0,0,75,39,36,75,0,46,35,0,35,11,33,22,0,22,11,13,13,13,0,20,1,17,1,3,0
PA-503,192,49,28,115,83,17,9,57,97,32,19,46,0,0,0,180,49,28,103,12,0,0,12,115,0,18,97,59,0,8,51,44,0,10,34,0,0,0,103,0,18,85,12,0,0,12,77,49,10,18,24,17,1,6,53,32,9,12,77,49,10,18,0,0,0,0,26,7,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,14,1,1,0
PA-504,438,157,33,248,212,52,23,137,220,105,9,106,0,0,0,432,157,32,243,6,0,1,5,195,0,14,181,122,0,11,111,67,0,2,65,0,0,0,189,0,13,176,6,0,1,5,243,157,19,67,90,52,12,26,153,105,7,41,243,157,19,67,0,0,0,0,73,26,47,73,0,28,25,0,25,3,28,25,0,25,3,0,0,0,0,6,0,6,0,0,0
PA-505,679,119,58,502,267,41,33,193,365,73,24,268,8,0,8,640,114,57,469,39,5,1,33,498,3,41,454,207,2,25,180,252,1,15,236,8,0,8,467,3,40,424,31,0,1,30,181,116,17,48,60,39,8,13,113,72,9,32,173,111,17,45,8,5,0,3,67,19,46,65,2,79,49,7,56,23,77,47,7,54,23,2,2,2,0,288,39,288,39,0,0
PA-506,604,51,86,467,301,37,29,235,292,14,56,222,0,0,0,593,51,85,457,11,0,1,10,383,0,32,351,237,0,20,217,135,0,11,124,0,0,0,372,0,31,341,11,0,1,10,221,51,54,116,64,37,9,18,157,14,45,98,221,51,54,116,0,0,0,0,75,23,52,75,0,68,66,0,66,2,62,60,0,60,2,6,6,6,0,43,0,42,0,1,0
PA-508,287,112,29,146,90,25,11,54,188,87,18,83,4,0,4,282,112,29,141,5,0,0,5,117,0,15,102,51,0,7,44,57,0,8,49,4,0,4,112,0,15,97,5,0,0,5,170,112,14,44,39,25,4,10,131,87,10,34,170,112,14,44,0,0,0,0,52,11,41,52,0,23,15,3,18,5,23,15,3,18,5,0,0,0,0,36,4,36,4,0,0
PA-509,2021,662,282,"1,077",861,253,128,480,925,390,132,403,0,0,0,"1,786",643,260,883,235,19,22,194,955,6,151,798,450,4,76,370,302,2,55,245,0,0,0,752,6,131,615,203,0,20,183,"1,066",656,131,279,411,249,52,110,623,388,77,158,"1,034",637,129,268,32,19,2,11,346,136,201,337,9,139,60,0,60,79,132,53,0,53,79,7,7,7,0,103,7,81,6,22,1
PA-510,498,137,69,292,251,51,38,162,241,86,31,124,0,0,0,492,137,69,286,6,0,0,6,257,2,33,222,156,0,24,132,95,2,9,84,0,0,0,251,2,33,216,6,0,0,6,241,135,36,70,95,51,14,30,146,84,22,40,241,135,36,70,0,0,0,0,94,41,53,94,0,10,6,0,6,4,10,6,0,6,4,0,0,0,0,39,5,39,5,0,0
PA-511,492,194,68,230,154,34,12,108,310,160,54,96,0,0,0,464,194,66,204,28,0,2,26,184,6,25,153,109,6,7,96,47,0,16,31,0,0,0,156,6,23,127,28,0,2,26,308,188,43,77,45,28,5,12,263,160,38,65,308,188,43,77,0,0,0,0,107,15,92,107,0,27,16,0,16,11,27,16,0,16,11,0,0,0,0,12,2,12,2,0,0
PA-512,302,92,25,185,162,47,14,101,110,33,6,71,0,0,0,272,80,20,172,30,12,5,13,163,0,14,149,92,0,10,82,61,0,2,59,0,0,0,153,0,12,141,10,0,2,8,139,92,11,36,70,47,4,19,49,33,4,12,119,80,8,31,20,12,3,5,44,22,16,38,6,47,37,0,37,10,28,25,0,25,3,19,12,12,7,15,2,12,1,3,1
PA-600,1573,364,166,"1,043",493,118,55,320,897,246,101,550,75,1,74,"1,465",364,157,944,108,0,9,99,995,0,129,866,310,0,44,266,502,0,75,427,75,1,74,887,0,120,767,108,0,9,99,578,364,37,177,183,118,11,54,395,246,26,123,578,364,37,177,0,0,0,0,196,56,140,196,0,198,82,75,157,41,189,73,75,148,41,9,9,9,0,231,24,212,23,19,1
PA-601,1101,314,112,675,490,97,45,348,508,210,54,244,47,4,43,"1,045",307,103,635,56,7,9,40,600,0,70,530,332,0,31,301,174,0,26,148,47,4,43,553,0,61,492,47,0,9,38,501,314,42,145,158,97,14,47,334,210,28,96,492,307,42,143,9,7,0,2,162,55,105,160,2,135,93,23,116,19,133,91,23,114,19,2,2,2,0,174,7,173,7,1,0
PA-603,95,25,8,62,40,15,3,22,53,10,5,38,0,0,0,93,25,8,60,2,0,0,2,44,0,3,41,11,0,1,10,31,0,2,29,0,0,0,42,0,3,39,2,0,0,2,51,25,5,21,29,15,2,12,22,10,3,9,51,25,5,21,0,0,0,0,18,11,7,18,0,9,7,0,7,2,5,3,0,3,2,4,4,4,0,2,0,2,0,0,0
PA-605,408,102,61,245,215,36,27,152,146,50,16,80,0,0,0,361,86,43,232,47,16,18,13,250,2,46,202,157,0,24,133,70,2,7,61,0,0,0,227,2,31,194,23,0,15,8,158,100,15,43,58,36,3,19,76,48,9,19,134,84,12,38,24,16,3,5,57,21,28,49,8,46,38,0,38,8,43,35,0,35,8,3,3,3,0,21,0,20,0,1,0
PR-502,2085,211,139,"1,735",222,30,20,172,675,139,64,472,21,0,21,918,169,84,665,"1,167",42,55,"1,070","1,746",3,96,"1,647",169,0,11,158,451,0,36,415,21,0,21,641,0,47,594,"1,105",3,49,"1,053",339,208,43,88,53,30,9,14,224,139,28,57,277,169,37,71,62,39,6,17,117,23,71,94,23,634,70,21,91,543,630,70,21,91,539,4,0,0,4,28,2,15,1,13,1
PR-503,2047,187,70,"1,790",184,11,14,159,261,63,18,180,43,0,43,488,74,32,382,"1,559",113,38,"1,408","1,686",1,54,"1,631",166,0,11,155,169,0,12,157,43,0,43,378,0,23,355,"1,308",1,31,"1,276",361,186,16,159,18,11,3,4,92,63,6,23,110,74,9,27,251,112,7,132,91,7,29,36,55,"1,429",76,27,103,"1,326",937,76,27,103,834,492,0,0,492,59,0,30,0,29,0
RI-500,1190,251,99,840,803,132,71,600,345,118,24,203,22,0,22,"1,170",250,95,825,20,1,4,15,779,0,62,717,590,0,54,536,149,0,5,144,22,0,22,761,0,59,702,18,0,3,15,411,251,37,123,213,132,17,64,196,118,19,59,409,250,36,123,2,1,1,0,132,66,65,131,1,204,177,21,198,6,204,177,21,198,6,0,0,0,0,108,7,108,7,0,0
SC-500,516,60,33,423,229,45,20,164,150,13,8,129,0,0,0,379,58,28,293,137,2,5,130,425,0,22,403,166,0,17,149,125,0,0,125,0,0,0,291,0,17,274,134,0,5,129,91,60,11,20,63,45,3,15,25,13,8,4,88,58,11,19,3,2,0,1,31,18,12,30,1,37,16,0,16,21,37,16,0,16,21,0,0,0,0,129,7,99,7,30,0
SC-501,1636,381,129,"1,126",673,137,50,486,561,209,53,299,12,0,12,"1,246",346,103,797,390,35,26,329,"1,060",2,88,970,477,2,38,437,221,0,24,197,12,0,12,710,2,62,646,350,0,26,324,576,379,41,156,196,135,12,49,340,209,29,102,536,344,41,151,40,35,0,5,194,66,108,174,20,76,24,12,36,40,76,24,12,36,40,0,0,0,0,107,1,61,0,46,1
SC-502,1588,245,92,"1,251",693,88,44,561,469,121,25,323,0,0,0,"1,162",209,69,884,426,36,23,367,"1,238",4,81,"1,153",573,4,39,530,289,0,19,270,0,0,0,862,4,58,800,376,0,23,353,350,241,11,98,120,84,5,31,180,121,6,53,300,205,11,84,50,36,0,14,127,37,67,104,23,62,35,0,35,27,62,35,0,35,27,0,0,0,0,234,27,189,20,45,7
SC-503,1317,172,112,"1,033",187,33,17,137,275,22,28,225,0,0,0,462,55,45,362,855,117,67,671,"1,090",0,102,988,148,0,17,131,241,0,26,215,0,0,0,389,0,43,346,701,0,59,642,227,172,10,45,39,33,0,6,34,22,2,10,73,55,2,16,154,117,8,29,93,15,14,29,64,98,13,0,13,85,98,13,0,13,85,0,0,0,0,233,24,50,6,183,18
SD-500,885,247,79,559,528,130,38,360,302,109,39,154,0,0,0,830,239,77,514,55,8,2,45,490,7,52,431,321,0,31,290,129,7,19,103,0,0,0,450,7,50,393,40,0,2,38,395,240,27,128,207,130,7,70,173,102,20,51,380,232,27,121,15,8,0,7,121,65,52,117,4,118,92,0,92,26,81,68,0,68,13,37,24,24,13,132,4,128,4,4,0
TN-500,627,125,44,458,352,61,22,269,104,41,9,54,0,0,0,456,102,31,323,171,23,13,135,429,0,30,399,257,0,16,241,43,0,5,38,0,0,0,300,0,21,279,129,0,9,120,198,125,14,59,95,61,6,28,61,41,4,16,156,102,10,44,42,23,4,15,73,34,20,54,19,168,104,0,104,64,151,89,0,89,62,17,15,15,2,68,10,54,8,14,2
TN-501,1675,357,105,"1,213",617,85,39,493,937,272,62,603,0,0,0,"1,554",357,101,"1,096",121,0,4,117,"1,144",1,60,"1,083",492,1,30,461,531,0,26,505,0,0,0,"1,023",1,56,966,121,0,4,117,531,356,45,130,125,84,9,32,406,272,36,98,531,356,45,130,0,0,0,0,151,32,119,151,0,149,76,0,76,73,149,76,0,76,73,0,0,0,0,281,13,269,13,12,0
TN-502,861,77,51,733,521,49,28,444,259,25,16,218,0,0,0,780,74,44,662,81,3,7,71,750,5,46,699,454,5,24,425,221,0,15,206,0,0,0,675,5,39,631,75,0,7,68,111,72,5,34,67,44,4,19,38,25,1,12,105,69,5,31,6,3,0,3,37,22,12,34,3,149,117,0,117,32,140,108,0,108,32,9,9,9,0,135,4,125,4,10,0
TN-503,286,32,28,226,121,30,13,78,119,0,10,109,0,0,0,240,30,23,187,46,2,5,39,224,0,23,201,63,0,8,55,119,0,10,109,0,0,0,182,0,18,164,42,0,5,37,62,32,5,25,58,30,5,23,0,0,0,0,58,30,5,23,4,2,0,2,17,16,0,16,1,28,20,0,20,8,28,20,0,20,8,0,0,0,0,65,5,61,4,4,1
TN-504,2234,170,98,"1,966","1,593",97,87,"1,409",422,73,11,338,12,0,12,"2,027",170,98,"1,759",207,0,0,207,"1,904",0,98,"1,806","1,425",0,87,"1,338",260,0,11,249,12,0,12,"1,697",0,98,"1,599",207,0,0,207,330,170,0,160,168,97,0,71,162,73,0,89,330,170,0,160,0,0,0,0,87,55,32,87,0,"1,006",787,12,799,207,869,650,12,662,207,137,137,137,0,285,98,239,96,46,2
TN-506,342,52,91,199,109,16,20,73,75,23,5,47,0,0,0,184,39,25,120,158,13,66,79,254,2,76,176,78,0,12,66,39,0,3,36,0,0,0,117,0,15,102,137,2,61,74,88,50,15,23,31,16,8,7,36,23,2,11,67,39,10,18,21,11,5,5,33,13,12,25,8,31,16,0,16,15,24,9,0,9,15,7,7,7,0,31,6,15,1,16,5
TN-507,1601,155,87,"1,359",138,16,10,112,62,19,7,36,5,0,5,205,35,17,153,"1,396",120,70,"1,206","1,014",0,53,961,108,0,6,102,31,0,3,28,5,0,5,144,0,9,135,870,0,44,826,587,155,34,398,30,16,4,10,31,19,4,8,61,35,8,18,526,120,26,380,196,9,12,21,175,260,40,5,45,215,176,28,5,33,143,84,12,12,72,88,1,12,1,76,0
TN-509,598,93,68,437,291,50,30,211,141,41,10,90,0,0,0,432,91,40,301,166,2,28,136,472,0,60,412,222,0,24,198,90,0,10,80,0,0,0,312,0,34,278,160,0,26,134,126,93,8,25,69,50,6,13,51,41,0,10,120,91,6,23,6,2,2,2,40,25,13,38,2,179,117,0,117,62,166,104,0,104,62,13,13,13,0,148,6,125,4,23,2
TN-510,258,39,69,150,141,34,38,69,41,5,6,30,0,0,0,182,39,44,99,76,0,25,51,190,0,61,129,82,0,30,52,32,0,6,26,0,0,0,114,0,36,78,76,0,25,51,68,39,8,21,59,34,8,17,9,5,0,4,68,39,8,21,0,0,0,0,19,16,3,19,0,78,32,0,32,46,78,32,0,32,46,0,0,0,0,21,0,13,0,8,0
TN-512,933,290,97,546,277,106,30,141,46,9,6,31,0,0,0,323,115,36,172,610,175,61,374,419,2,64,353,97,0,18,79,32,0,5,27,0,0,0,129,0,23,106,290,2,41,247,514,288,33,193,180,106,12,62,14,9,1,4,194,115,13,66,320,173,20,127,151,49,4,53,98,147,38,0,38,109,123,36,0,36,87,24,2,2,22,20,2,7,2,13,0
TX-500,2892,649,195,"2,048","1,037",244,64,729,890,398,49,443,43,2,41,"1,970",642,115,"1,213",922,7,80,835,"1,925",49,128,"1,748",663,8,33,622,308,40,14,254,43,2,41,"1,014",48,49,917,911,1,79,831,967,600,67,300,374,236,31,107,582,358,35,189,956,594,66,296,11,6,1,4,279,114,161,275,4,614,368,43,411,203,520,276,43,319,201,94,92,92,2,263,23,219,19,44,4
TX-503,1987,482,167,"1,338",991,177,79,735,535,300,64,171,13,0,13,"1,539",477,143,919,448,5,24,419,"1,287",13,108,"1,166",750,11,65,674,80,0,19,61,13,0,13,843,11,84,748,444,2,24,418,700,469,59,172,241,166,14,61,455,300,45,110,696,466,59,171,4,3,0,1,212,71,140,211,1,384,197,7,204,180,349,162,7,169,180,35,35,35,0,176,16,127,15,49,1
TX-600,3514,"1,058",224,"2,232","2,072",583,98,"1,391","1,176",470,117,589,24,0,24,"3,272","1,053",215,"2,004",242,5,9,228,"1,861",12,139,"1,710","1,165",12,53,"1,100",442,0,80,362,24,0,24,"1,631",12,133,"1,486",230,0,6,224,"1,653","1,046",85,522,907,571,45,291,734,470,37,227,"1,641","1,041",82,518,12,5,3,4,513,281,228,509,4,489,378,12,390,99,460,356,12,368,92,29,22,22,7,335,47,293,46,42,1
TX-601,2425,694,156,"1,575","1,273",232,71,970,948,462,77,409,20,1,19,"2,241",694,149,"1,398",184,0,7,177,"1,390",12,83,"1,295",954,12,57,885,232,0,18,214,20,1,19,"1,206",12,76,"1,118",184,0,7,177,"1,035",682,73,280,319,220,14,85,716,462,59,195,"1,035",682,73,280,0,0,0,0,321,97,224,321,0,331,267,10,277,54,278,214,10,224,54,53,53,53,0,252,19,217,17,35,2
TX-603,1260,379,105,776,613,133,61,419,446,246,36,164,20,1,19,"1,079",379,98,602,181,0,7,174,749,32,67,650,451,32,34,385,106,0,25,81,20,1,19,577,32,60,485,172,0,7,165,511,347,38,126,162,101,27,34,340,246,11,83,502,347,38,117,9,0,0,9,158,61,94,155,3,179,124,17,141,38,138,87,17,104,34,41,37,37,4,123,14,67,6,56,8
